English,Chinese
Chinese language is the carrier of the Chinese civilization; thus its future development is and will be essential to our nation.,汉字是我们文明的承载体，它的命运如何对于我们的民族是一件大事。
"As for the essence of the Chinese language, we will seek for the answer soon or later.",汉字的本质是什么，迟早需要一个明确的回答。
I am a psychologist.,我是一个心理学家。
"Three years ago, my fellows and I discovered an amazing brain wave in our research.",三年前我们在研究中发现了一个神奇的脑电波。
This brain wave helped us to uncover the mystery of Chinese characters by accident.,这个新的科学发现意外地揭开了汉字之谜。
"My research priority is cognitive neuroscience, the frontier research of psychology, which is exploring the brain mechanism for brain and mental activities via technological means.",我研究的是认知神经科学，是心理学基础研究的最前沿，用先进的技术手段去探索人类大脑活动的人类心理活动的大脑机制。
"Our nerve cells in the brain continuously discharge when we are reading newspaper, listening to lectures or pondering problems.",当人们在看报纸、听演讲或思考问题的时候，大脑内部的神经细胞就会不断地放电。
These electric signals finally reach our scalp and can be recorded through some specialized equipment; this is what brain waves are.,这些电信号传达到头皮之上可以用特殊的仪器记录下来，就是我们说的脑电波。
"In 2008 We found for the first time a negative-going brain wave appeared on top and central of the brain in about 200 milliseconds or 1/5 second when Chinese people are reading Chinese characters, and we called it ""The top and central area N200"".",2008年，我们的研究小组第一次观察到当中国人阅读汉字的时候，在汉字呈现之后两百毫秒左右，也就是说大约五分之一秒的时候，以头的顶部和中部为中心会出现一个负走向的脑电波，我们称之为“顶中区N200”。
"With three years of repeated experiments, we finally confirmed the phenomenon.",经过三年的反复实验，我们确证了这个现象的可靠性。
"The discovery of N200 shows that Chinese characters are not hieroglyphic, as picture symbols would never cause the appearance of N200 brain wave, which means Chinese characters and picture symbols are different things.",N200的发现首先告诉我们汉字它不是一个象形文字，它不是一个象形文字，因为象形文字就是说我们的汉字像图形，但是图形它是从来不会出现N200脑电波的，也就是说我们的汉字跟图形是两类不同的东西。
What continued to surprise us when we consulted plenty of literature and data was that such brain waves never appeared in English words reading.,但是更为奇特的是当我们查阅了大量的文献之后，我们发现，在英文词汇的阅读中从来没有出现过这样一个脑电波。
"When reading English words, at the same span of 200 millisecond, we couldn't find N200.",英文词汇阅读的时候呢，在两百毫秒，两百毫秒这样一个时间段，它完全没有N200的踪迹。
"Astonished, we concluded that this brain wave is specific to  readers of Chinese characters; it stems from years of learning and using this language.",这就导致了一个惊人的结论，我们所发现的这个脑电波是中文特有的，它来源于我们有多年学习和使用汉字的经验。
"Moreover, the N200 has nothing to do with our oral language. It only belongs to our Chinese characters in writing, so there's no N200 when we're listening to Chinese.",另外要强调的是N200和我们的口语是没有关系的，它只属于我们的文字，所以当我们听汉语的时候并不会出现这个脑电波。
"The discovery of N200 is a major breakthrough in Chinese reading mechanism in the past 30 years, and it demonstrates that Chinese characters and the alphabetic writing go through different process in the human brain.",N200的发现是中文阅读脑机制领域三十年研究的一个重大突破，这个现象的出现表明汉字和字母在大脑中经历了完全不同的加工过程。
But why is it exclusive to Chinese characters?,那么为什么中文会有这样一个神奇的脑电波呢？
This brain wave has been proved to be closely related with the recognition of shapes and forms of Chinese characters.,而这个脑电波经过我们的研究证明它是跟汉字的形状识别关系特别密切的。
"Hence the N200 prompted me to dig into the essence of Chinese characters, and with efforts I finally put forward a new ""theory of meaning-based Chinese characters"", declaring its meaning basis for the first time.",所以N200的出现导致我深入地去思考汉字的本质，最后呢提出了一个新的理论叫做“汉字拼义理论”，第一次指出汉字是一个拼义文字。
"To understand the meaning-based writing, one has to know about the phonetic writing.",那么要想理解拼义文字，我们首先来讲一下什么是拼音文字。
"In phonetic writing, bigger phonetic components are formed by smaller ones spelled together.",拼音，就是把小的语音单位拼合到一起形成更大的语音单位。
